,id,book_id,work_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2316,2317,6944032,4112814,Sherrilyn Kenyon,2002.0,"Night Pleasures (Dark-Hunter, #1)",en-US,4.23,25985,61939,2339,756,2013,9319,20275,29576
2317,2318,998,5210,"Thomas J. Stanley, William D. Danko",1995.0,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,eng,4.0,43937,46748,2049,645,2318,10382,16665,16738
2318,2319,5267365,5334682,Ally Carter,2009.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",en-US,4.2,55517,58508,2389,618,1784,9930,19190,26986
2319,2320,14318,20014,Bob Dylan,2004.0,"Chronicles, Vol. 1",eng,3.98,35468,38117,1350,1010,2024,7643,13330,14110
2320,2321,26,1888943,Bill Bryson,1989.0,The Lost Continent: Travels in Small Town America,en-US,3.83,40254,42202,2119,1100,2653,10395,16124,11930
2321,2322,9500416,14385974,Lisa See,2011.0,Dreams of Joy (Shanghai Girls #2),en-CA,4.06,43863,47087,4272,328,1478,8818,20993,15470
2322,2323,43326,1298936,Sidney Sheldon,1998.0,Tell Me Your Dreams,eng,3.93,34445,36904,1312,466,2032,9076,13508,11822
2323,2324,8248,2933942,"Laura Ingalls Wilder, Garth Williams",1939.0,"By the Shores of Silver Lake  (Little House, #5)",eng,4.16,51640,56585,866,500,1384,10796,19795,24110
2324,2325,18630,1494157,Iain M. Banks,1988.0,"The Player of Games (Culture, #2)",eng,4.26,36505,42993,1790,237,916,5528,17064,19248
2325,2326,24384,25246,"George Selden, Garth Williams",1960.0,The Cricket in Times Square,eng,4.01,49987,52036,1283,848,2320,11715,17880,19273
2326,2327,21343,22516,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team: A Leadership Fable,eng,4.01,40239,43176,2106,835,1908,8766,16139,15528
2327,2328,23940,24861,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953.0,Junky,eng,3.85,39031,43506,1201,663,2595,11285,17095,11868
2328,2329,313605,1394134,"Roger Fisher, William Ury, Bruce Patton",1981.0,Getting to Yes: Negotiating an Agreement Without Giving In,en-US,3.88,37205,40026,1113,772,2219,10217,14455,12363
2329,2330,16136959,21965727,R.K. Lilley,2012.0,"Mile High (Up in the Air, #2)",en-GB,4.21,60279,60600,1869,884,2374,8952,19554,28836
2330,2331,25111004,40214925,Colleen Hoover,2015.0,November 9,en-US,4.41,53321,59828,10670,853,1617,5629,15492,36237
2331,2332,29639736,46247179,Kerry Lonsdale,2016.0,"Everything We Keep (Everything We Keep, #1)",eng,3.84,69018,69567,3734,2693,5079,15682,23180,22933
2332,2333,15724654,21400430,Samantha Towle,2012.0,"The Mighty Storm (The Storm, #1)",eng,4.19,61203,63706,3469,1312,2558,9189,20475,30172
2333,2334,11250317,16176791,Madeline Miller,2011.0,The Song of Achilles,eng,4.27,45373,58401,8419,921,2043,7529,17577,30331
2334,2335,29405093,48759154,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,eng,3.76,47809,54101,5840,1288,3467,14704,21986,12656
2335,2336,99944,1492580,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400.0,The Bhagavad Gita,eng,4.1,33225,42094,1316,1009,2097,7686,12170,19132
2336,2337,431,2343071,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,eng,3.92,34730,42965,2418,807,2663,9082,17098,13315
2337,2338,89763,1510338,Pam Muñoz Ryan,2000.0,Esperanza Rising,eng,3.91,49106,50698,4620,1135,3130,11642,17972,16819
2338,2339,5114,1839410,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,4.11,36751,40410,1373,360,1483,7692,14592,16283
2339,2340,7455,3297002,Candace Bushnell,1996.0,Sex and the City,eng,3.37,39710,42366,1590,4183,6983,11189,8999,11012
2340,2341,30244,4197,Laurell K. Hamilton,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",en-US,4.12,54997,60019,1104,576,2303,11614,20375,25151
2341,2342,12321,338580,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Beyond Good and Evil,eng,4.01,37181,43322,1080,841,2112,8750,15897,15722
2342,2343,108077,4593761,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,eng,3.95,44830,46431,3568,1023,2962,10043,15859,16544
2343,2344,497199,1132770,Charles Bukowski,1975.0,Factotum,eng,3.96,37376,40444,1213,457,1875,8979,16585,12548
2344,2345,10215349,15114912,Julie Kagawa,2012.0,"The Immortal Rules (Blood of Eden, #1)",eng,4.1,52376,56265,5673,1495,2534,9215,18420,24601
2345,2346,5632446,5803859,Dave Cullen,2009.0,Columbine,eng,4.26,45029,48941,6131,547,1084,5926,18857,22527
2346,2347,31340,2926033,Anne Rice,1993.0,"Lasher (Lives of the Mayfair Witches, #2)",eng,3.84,45760,49919,786,995,3683,13087,16887,15267
2347,2348,22319275,14895180,Laila Ibrahim,2010.0,Yellow Crocus,en-US,4.24,20554,39910,3915,412,1033,5188,15040,18237
2348,2349,15814872,21585027,"Mark Owen, Kevin Maurer",2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,en-US,3.95,32267,37842,3561,424,1854,8781,14847,11936
2349,2350,13056159,18221250,Laura Moriarty,2012.0,The Chaperone,en-US,3.84,42112,45889,5063,484,2044,11777,21463,10121
2350,2351,232123,1427152,Patricia Cornwell,1992.0,"All That Remains (Kay Scarpetta, #3)",en-US,4.05,46604,50110,788,167,1101,11394,20921,16527
2351,2352,10596,955346,"Richard Bachman, Stephen King",1996.0,The Regulators,eng,3.63,49405,53263,903,1642,5634,16854,15840,13293
2352,2353,25101,25854,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990.0,Season of Mists (The Sandman #4),eng,4.54,44811,50459,1261,132,367,3403,14685,31872
2353,2354,13130,2513160,"James Patterson, Andrew Gross",2006.0,Judge & Jury,eng,3.98,38516,40618,890,413,1663,9837,15021,13684
2354,2355,54539,3049535,George Eliot,1861.0,Silas Marner,eng,3.6,48196,55276,2616,2514,5601,16073,18493,12595
2355,2356,13644052,19259997,Jennifer L. Armentrout,2013.0,"Origin (Lux, #4)",eng,4.44,63533,68716,6750,504,1349,6750,19216,40897
2356,2357,13839,908398,Michael Pollan,2001.0,The Botany of Desire: A Plant's-Eye View of the World,en-CA,4.05,37200,38145,2753,445,1529,7265,15258,13648
2357,2358,7930335,11254781,"Kami Garcia, Margaret Stohl",2012.0,"Beautiful Redemption (Caster Chronicles, #4)",eng,3.94,48268,56107,3949,1008,3513,12988,19082,19516
2358,2359,6746018,41374289,Kate Morton,2010.0,The Distant Hours,eng,3.87,46498,52817,6263,958,3221,12672,21056,14910
2359,2360,23125266,42673812,Clare Mackintosh,2016.0,I Let You Go,en-GB,4.09,39990,53710,7154,587,1796,8957,23119,19251
2360,2361,325128,963266,Robert Louis Stevenson,1886.0,"Kidnapped (David Balfour, #1)",eng,3.78,44150,48520,1319,906,3358,14044,17370,12842
2361,2362,85431,857093,H.G. Bissinger,1988.0,"Friday Night Lights: A Town, a Team, and a Dream",eng,4.11,35799,39185,1835,808,1603,6623,13558,16593
2362,2363,180066,3099735,David Sheff,2007.0,Beautiful Boy: A Father's Journey Through His Son's Addiction,en-US,4.03,36682,38205,3325,356,1491,7850,15553,12955
2363,2364,12900174,17572318,Abbi Glines,2011.0,"The Vincent Boys (The Vincent Boys, #1)",eng,3.98,62029,66263,3653,1720,3787,13230,22607,24919
2364,2365,261240,1405544,Edgar Allan Poe,1846.0,The Cask of Amontillado,eng,4.09,48364,50207,924,413,1928,9964,18501,19401
2365,2366,1715,2870411,"Ovid, David Raeburn, Denis Feeney",8.0,Metamorphoses,eng,4.03,42590,47948,1121,680,2239,10119,16766,18144
2366,2367,11206,1408023,Julia Alvarez,1994.0,In the Time of the Butterflies,eng,4.13,39917,43803,3168,412,1369,7363,17645,17014
2367,2368,77398,879027,Robert Morgan,1999.0,Gap Creek,en-US,3.71,42122,43630,1406,788,3123,13790,16083,9846
2368,2369,9680718,14568639,Jennifer L. Armentrout,2011.0,"Half-Blood (Covenant, #1)",eng,4.16,60629,64557,5284,1647,2580,9829,20463,30038
2369,2370,93263,2131999,"Bo Hampton, Tracey Hampton, Washington Irving",1993.0,The Legend of Sleepy Hollow (Graphic Novel),eng,3.96,43183,43186,400,558,2151,10844,14704,14929
2370,2371,27126,27777,Jen Lancaster,2006.0,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",eng,3.9,41884,43007,4092,1503,3107,9034,14033,15330
2371,2372,12716613,17851429,Nora Roberts,2012.0,The Witness,eng,4.19,40943,49415,4008,448,1380,7822,18688,21077
2372,2373,21718,2590340,Karin Slaughter,2001.0,"Blindsighted (Grant County, #1)",eng,4.1,41857,46667,1923,577,1487,8425,18229,17949
2373,2374,292408,283706,Wallace Stegner,1971.0,Angle of Repose,eng,4.27,40289,42204,3560,634,1540,5279,13032,21719
2374,2375,18989,2491780,John le Carré,1974.0,"Tinker, Tailor, Soldier, Spy",eng,4.04,40871,49461,2990,944,2374,8842,19134,18167
2375,2376,99085,810431,Brian Jacques,2000.0,"Lord Brocktree (Redwall, #13)",en-US,3.95,42764,43355,206,1055,2177,10081,14817,15225
2376,2377,13253276,18454415,Veronica Rossi,2013.0,"Through the Ever Night (Under the Never Sky, #2)",en-CA,4.17,54902,58814,4142,869,1805,9007,21950,25183
2377,2378,712313,698575,Elin Hilderbrand,2007.0,Barefoot,en-US,3.77,39531,42369,2599,545,2542,12874,16693,9715
2378,2379,6520,471326,James Frey,2005.0,My Friend Leonard,eng,3.83,34996,36676,1589,700,2536,9761,12977,10702
2379,2380,72159,69862,Tennessee Williams,1955.0,Cat on a Hot Tin Roof,eng,4.07,43781,45995,726,526,1855,8915,17075,17624
2380,2381,1829709,3236104,James Patterson,2008.0,"The Final Warning (Maximum Ride, #4)",en-US,3.86,55993,59761,2513,2201,5369,13265,16935,21991
2381,2382,45109,2960727,Robin Hobb,2002.0,"Golden Fool (Tawny Man, #2)",eng,4.32,43700,48376,823,164,776,5853,18214,23369
2382,2383,204276,15254937,David Baldacci,2003.0,"Split Second (Sean King & Michelle Maxwell, #1)",en-US,3.98,38387,44168,1833,458,1461,9675,19459,13115
2383,2384,9681098,14183705,Michael Connelly,2011.0,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",eng,4.17,37594,43750,2557,163,740,7000,19488,16359
2384,2385,91981,840191,Tad Williams,1988.0,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",en-US,3.95,45102,48280,1207,1222,2895,10178,16980,17005
2385,2386,9522,25686510,Marjane Satrapi,2000.0,"Persepolis, Volume 1",fre,4.27,46993,47133,301,1200,1409,5430,14422,24672
2386,2387,71776,1222486,Jan Karon,1994.0,"At Home in Mitford (Mitford Years, #1)",eng,4.11,44509,47156,2777,1116,2204,8210,14575,21051
2387,2388,6828896,7039054,Tony Hsieh,2010.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",eng,4.01,37601,39681,1820,1434,1964,7063,13582,15638
2388,2389,542414,1779383,Anthony Horowitz,2004.0,"Scorpia (Alex Rider, #5)",eng,4.16,44197,45902,1147,357,1586,8377,15847,19735
2389,2390,18712886,24267689,Erika Johansen,2014.0,"The Queen of the Tearling (The Queen of the Tearling, #1)",eng,4.02,42472,54253,7889,1295,2432,9114,22223,19189
2390,2391,3552023,3594131,Gordon Korman,2008.0,"One False Note (The 39 Clues, #2)",eng,3.88,41970,44210,1511,1286,2890,11020,13620,15394
2391,2392,46777,1460966,Holly Black,2002.0,"Tithe (Modern Faerie Tales, #1)",eng,3.73,57326,60348,3156,2799,5604,15129,18101,18715
2392,2393,455930,22852,Lee Child,2001.0,"Echo Burning (Jack Reacher, #5)",en-US,3.98,38524,48311,2090,311,1787,11056,20682,14475
2393,2394,1895792,6807768,L.J. Smith,2007.0,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",en-US,3.74,51745,54315,1762,2144,5695,14228,14472,17776
2394,2395,24378015,42942273,"Colleen Hoover, Tarryn Fisher",2015.0,"Never Never (Never Never, #1)",en-US,4.12,54590,55980,8438,905,2298,9272,20013,23492
2395,2396,15818362,14106097,Elizabeth Haynes,2011.0,Into the Darkest Corner,eng,4.1,20725,44965,4782,696,1644,7376,18194,17055
2396,2397,76237,187956,"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985.0,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),eng,4.4,36863,36872,36,286,457,4096,11411,20622
2397,2398,79378,22566,James Patterson,2000.0,"Roses are Red (Alex Cross, #6)",en-US,4.02,44383,47337,1074,249,1377,10942,19473,15296
2398,2399,43893,1443364,Terry Goodkind,2003.0,"Naked Empire (Sword of Truth, #8)",en-GB,3.82,39682,42066,548,1519,3639,9953,12891,14064
2399,2400,92147,1467817,James Rollins,2005.0,"Map of Bones (Sigma Force, #2)",eng,4.06,42828,45531,1312,759,1907,8591,17054,17220
2400,2401,22571540,42038027,Harlan Coben,2015.0,The Stranger,eng,3.85,32333,43269,3807,659,2378,10895,18136,11201
2401,2402,1537534,1205579,Sara Shepard,2008.0,"Unbelievable (Pretty Little Liars, #4)",en-US,4.06,46722,50026,1856,594,2354,10544,16409,20125
2402,2403,45195,4574850,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",1924.0,A Passage to India,eng,3.66,46675,52900,2446,1581,4821,15168,19530,11800
2403,2404,19549841,17375239,Rachel Hartman,2012.0,"Seraphina (Seraphina, #1)",eng,3.98,33510,59999,7002,1627,3021,11407,22754,21190
2404,2405,26046,668492,Nora Roberts,2006.0,"Morrigan's Cross (Circle Trilogy, #1)",eng,4.14,43455,45161,1189,817,1946,8062,13690,20646
2405,2406,49824,927520,Jean M. Auel,1985.0,"The Mammoth Hunters (Earth's Children, #3)",en-US,3.88,44834,51363,1268,646,3246,13554,18120,15797
2406,2407,2903736,2930878,Jim Butcher,2008.0,"Princeps' Fury (Codex Alera, #5)",en-US,4.35,42827,46826,871,176,637,5199,17307,23507
2407,2408,73968,816372,Erich Segal,1970.0,"Love Story (Love Story, #1)",eng,3.6,41177,44679,2237,1796,5239,12807,13839,10998
2408,2409,858513,2394502,Kevin Henkes,1991.0,Chrysanthemum,en-US,4.31,43520,43898,1365,499,1344,6227,11635,24193
2409,2410,11808950,16762455,Wendy Higgins,2012.0,"Sweet Evil (Sweet, #1)",eng,4.13,58879,61003,5063,1915,2907,9290,18336,28555
2410,2411,21484,1936731,Herman Wouk,1971.0,"The Winds of War (The Henry Family, #1)",en-US,4.36,41940,43439,1181,240,738,5055,14396,23010
2411,2412,12341557,15678889,"Stephen King, Jae Lee",2012.0,"The Wind Through the Keyhole (The Dark Tower, #4.5)",eng,4.14,35888,46620,4162,315,1269,7928,18952,18156
2412,2413,68527,881821,Bernard Cornwell,2004.0,"The Last Kingdom (The Saxon Stories, #1)",en-US,4.23,38890,46911,2730,310,974,6480,18897,20250
2413,2414,81948,79122,Michael E. Gerber,1985.0,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,eng,3.98,37671,39123,1202,1442,2196,7417,12745,15323
2414,2415,281235,1142982,"James Howe, Deborah Howe, Alan Daniel",1979.0,"Bunnicula (Bunnicula, #1)",eng,3.83,50699,52667,1775,1673,3711,13598,16396,17289
2415,2416,66678,282950,R.A. Salvatore,1990.0,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",eng,4.24,37728,41383,674,177,1035,6489,14649,19033
2416,2417,11947829,17385456,Amanda Hocking,2012.0,"Ascend (Trylle, #3)",en-US,4.08,26350,53836,3408,918,2675,10081,17542,22620
2417,2418,10822858,7211561,"Jussi Adler-Olsen, Lisa Hartford",2007.0,"The Keeper of Lost Causes (Department Q, #1)",eng,3.98,36825,46392,3954,762,1777,9089,20939,13825
2418,2419,23876,366351,Gabriel García Márquez,1994.0,Of Love and Other Demons,eng,3.98,29639,40858,1762,380,1753,9228,16583,12914
2419,2420,3992598,4038656,Rick Riordan,2009.0,The Demigod Files (Percy Jackson and the Olympians),eng,4.04,55442,59504,2153,509,2927,13955,18524,23589
2420,2421,1297985,2304379,Oliver Sacks,2007.0,Musicophilia: Tales of Music and the Brain,eng,3.88,38152,41030,1905,1447,2585,9250,13740,14008
2421,2422,25526965,45313982,Stephen King,2016.0,"End of Watch (Bill Hodges Trilogy, #3)",eng,4.09,33780,45355,5113,331,1462,8173,19057,16332
2422,2423,3684856,3793700,Christopher Moore,2009.0,Fool,en-US,3.96,41502,43889,3161,963,2575,9218,15528,15605
2423,2424,69136,1164024,John Connolly,2006.0,The Book of Lost Things,eng,3.98,43086,50517,6441,780,2742,10409,19156,17430
2424,2425,49195,775862,Bill Clinton,2004.0,My Life,eng,3.72,35852,37311,1049,1455,2819,10284,12894,9859
2425,2426,59952,899481,"Frank Miller, Lynn Varley",1998.0,300,en-US,3.93,38323,38782,712,888,2312,8897,13227,13458
2426,2427,6697305,6892987,Linda Sue Park,2010.0,"Storm Warning (The 39 Clues, #9)",eng,3.98,39115,40422,582,1473,2267,8525,11445,16712
2427,2428,6950688,7185126,Ally Carter,2010.0,"Only the Good Spy Young (Gallagher Girls, #4)",en-US,4.29,51772,54139,2246,551,1448,7546,17067,27527
2428,2429,455941,224290,Lee Child,2003.0,"Persuader (Jack Reacher, #7)",eng,4.09,37434,46967,2055,214,1069,8920,20844,15920
2429,2430,58077,2027280,Charlaine Harris,2005.0,"Grave Sight (Harper Connelly, #1)",eng,3.85,52215,55171,2250,1046,3440,14607,19717,16361
2430,2431,1991039,1994708,"Jo Nesbø, Don Bartlett",1997.0,"Flaggermusmannen (Harry Hole, #1)",nor,3.56,22230,48143,3957,1478,4686,16180,16807,8992
2431,2432,407234,3355824,Nora Roberts,2007.0,"Blood Brothers (Sign of Seven, #1)",eng,4.15,42696,44116,1545,609,1731,7801,14058,19917
2432,2433,10912,3349571,Jodi Picoult,1995.0,Picture Perfect,en-GB,3.52,41631,44719,2490,1226,4901,15975,14519,8098
2433,2434,294963,286213,"Nobuhiro Watsuki, Kenichiro Yagi",1994.0,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",eng,4.33,36765,36994,261,558,1125,4828,9531,20952
2434,2435,9888775,14780777,Miranda Kenneally,2011.0,Catching Jordan,eng,3.85,50383,51787,3234,1832,3906,12187,15880,17982
2435,2436,18600,876314,Joe Simpson,1988.0,Touching the Void: The True Story of One Man's Miraculous Survival,eng,4.2,36048,37885,1318,405,927,5750,14490,16313
2436,2437,15784909,21502991,Colleen Hoover,2013.0,"This Girl (Slammed, #3)",eng,4.18,58808,61186,5787,913,2706,9851,18712,29004
2437,2438,205330,198687,Simms Taback,1997.0,There Was an Old Lady Who Swallowed a Fly,eng,4.2,41867,41902,719,728,1915,7494,9974,21791
2438,2439,2255,856599,Dan Millman,1980.0,Way of the Peaceful Warrior: A Book That Changes Lives,en-US,4.13,34136,36716,1579,727,1749,6140,11511,16589
2439,2440,12781,1434467,Salman Rushdie,1988.0,The Satanic Verses,eng,3.71,37354,42878,3036,2132,3911,10161,14645,12029
2440,2441,6178648,6358552,Barbara Demick,2009.0,Nothing to Envy: Ordinary Lives in North Korea,eng,4.42,37284,44099,5488,318,533,3272,15958,24018
2441,2442,866222,856917,"Jack Welch, Suzy Welch",1992.0,Winning,eng,3.8,33160,33860,556,1525,2269,8119,11485,10462
2442,2443,17158596,23582083,Gail McHugh,2013.0,"Collide (Collide, #1)",eng,4.24,55720,58679,4562,1204,2220,7627,18053,29575
2443,2444,3860977,3906123,Jonah Lehrer,2009.0,How We Decide,en-US,3.81,32507,33753,1401,1134,2113,8554,12116,9836
2444,2445,91661,891863,Laurie R. King,1994.0,"The Beekeeper's Apprentice (Mary Russell, #1)",en-US,4.08,46665,53691,4823,1064,2257,9331,19782,21257
2445,2446,356321,2682241,"Jean de Brunhoff, Merle S. Haas",1931.0,The Story of Babar,en-US,4.07,50976,51147,328,932,2481,10843,14467,22424
2446,2447,8458018,13322179,Michael Scott,2011.0,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",eng,4.17,41271,43749,1618,442,1479,7495,14929,19404
2447,2448,6316821,6502096,Jim Butcher,2008.0,"First Lord's Fury (Codex Alera, #6)",eng,4.37,41816,45772,1261,167,723,5056,15763,24063
2448,2449,6834410,7045390,Tom Rachman,2010.0,The Imperfectionists,eng,3.54,36571,41966,5536,1199,4308,13687,16368,6404
2449,2450,16151178,21547521,Katja Millay,2012.0,The Sea of Tranquility,eng,4.34,52982,65924,8606,1238,2097,7130,17726,37733
2450,2451,9517,6127168,"Marjane Satrapi, Anjali Singh",2001.0,"Persepolis 2: The Story of a Return (Persepolis, #2)",eng,4.23,45718,46982,1991,301,1157,6932,17596,20996
2451,2452,64217,968512,Terry Pratchett,1989.0,"Pyramids (Discworld, #7)",en-US,3.88,44710,52074,1275,282,2577,14505,20281,14429
2452,2453,149302,144096,Raymond E. Feist,1985.0,"Silverthorn (The Riftwar Saga, #3)",en-GB,4.06,42148,45820,591,271,1453,9587,18606,15903
2453,2454,1314332,3128767,Jenny Downham,2007.0,Before I Die,eng,3.84,38551,46571,3910,1164,3574,11493,15471,14869
2454,2455,6728738,6924954,Elizabeth Gilbert,2009.0,Committed: A Skeptic Makes Peace with Marriage,eng,3.39,37410,41510,4796,2063,5938,13932,12826,6751
2455,2456,104378,100634,Sarah Dessen,1999.0,Keeping the Moon,en-US,3.86,51537,53992,2454,844,3603,14783,17841,16921
2456,2457,18080920,25389330,Veronica Roth,2013.0,"The Transfer (Divergent, #0.1)",eng,4.19,42240,47872,2918,439,1597,8396,15513,21927
2457,2458,43887,3028732,Terry Goodkind,2004.0,"Chainfire (Sword of Truth, #9)",en-US,3.95,38743,40856,564,1146,2726,8448,13118,15418
2458,2459,129650,2897158,"Julia Child, Simone Beck, Louisette Bertholle",1961.0,Mastering the Art of French Cooking,en-US,4.33,34055,35315,434,631,902,4422,9757,19603
2459,2460,9876989,8097252,"Kazue Kato, John Werry",2009.0,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",eng,4.36,39464,39852,473,492,1101,5033,10098,23128
2460,2461,604803,1025414,Terry Goodkind,2007.0,"Confessor (Sword of Truth, #11)",en-US,4.08,37862,40294,845,1115,2265,6850,12256,17808
2461,2462,88815,725380,Mohsin Hamid,2007.0,The Reluctant Fundamentalist,eng,3.67,33879,40953,4713,768,3367,12197,16905,7716
2462,2463,12432220,16221764,Jennifer A. Nielsen,2012.0,The False Prince (The Ascendance Trilogy #1),eng,4.22,49667,52979,7080,753,1650,7374,18485,24717
2463,2464,85386,802269,John Updike,1960.0,"Rabbit, Run (Rabbit Angstrom #1)",eng,3.57,39485,42551,2641,2145,4626,11883,14610,9287
2464,2465,56627,152688,Daniel Todd Gilbert,2006.0,Stumbling on Happiness,eng,3.82,37601,39381,2166,980,2832,10042,13956,11571
2465,2466,400412,15306654,T.S. Eliot,1922.0,The Waste Land and Other Poems,en-US,4.23,38462,41178,618,645,1395,6067,12798,20273
2466,2467,201146,506009,"Else Holmelund Minarik, Maurice Sendak",1957.0,Little Bear,eng,4.22,46731,47541,407,548,1650,8559,13043,23741
2467,2468,206172,15570165,Edgar Allan Poe,1842.0,The Pit and the Pendulum,eng,4.15,40289,47612,581,371,1361,8463,17826,19591
2468,2469,34529,1185086,Terry Pratchett,1992.0,"Lords and Ladies (Discworld, #14; Witches #4)",eng,4.14,43980,50692,997,117,1132,9814,19985,19644
2469,2470,62530,819104,Terry Pratchett,2006.0,"Thud! (Discworld, #34; City Watch #7)",eng,4.29,44496,49726,1256,139,785,6963,18468,23371
2470,2471,28876,726205,Naomi Novik,2006.0,"His Majesty's Dragon (Temeraire, #1)",eng,4.05,48381,54314,4441,672,2238,10114,21932,19358
2471,2472,444304,1092293,"Holly Black, Tony DiTerlizzi",2003.0,"The Field Guide (The Spiderwick Chronicles, #1)",eng,3.85,56913,58671,2574,1123,3690,16228,19308,18322
2472,2473,7497897,9657002,David Platt,2010.0,Radical: Taking Back Your Faith from the American Dream,eng,4.18,36326,37317,1669,661,1563,5711,11742,17640
2473,2474,1303,1297604,"Robert Greene, Joost Elffers",1988.0,The 48 Laws of Power,eng,4.18,37613,40152,2166,927,1790,5953,12041,19441
2474,2475,41667,2682098,Jean Craighead George,1959.0,"My Side of the Mountain (Mountain, #1)",eng,4.03,47002,50618,2441,904,2181,10419,18138,18976
2475,2476,3392089,3723657,"Susanna Kearsley, Rosalyn Landor",2008.0,"The Winter Sea (Slains, #1)",eng,4.07,39572,47784,5615,747,2018,8563,18478,17978
2476,2477,5861926,6034082,Peter Lerangis,2009.0,"The Sword Thief (The 39 Clues, #3)",eng,3.87,41021,42573,1112,1584,2869,10292,12408,15420
2477,2478,85437,944350,Robin Cook,1977.0,Coma,eng,3.86,29071,41540,567,431,2125,11625,15950,11409
2478,2479,46945,526038,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978.0,Requiem for a Dream,eng,4.1,37995,39392,935,724,1428,6791,14658,15791
2479,2480,111332,1346922,Erin Hunter,2003.0,"Into the Wild (Warriors, #1)",eng,4.29,48111,52663,4298,1111,1865,6891,13810,28986
2480,2481,76401,1240262,Dee Brown,1970.0,Bury My Heart at Wounded Knee: An Indian History of the American West,eng,4.21,40565,43523,2277,541,1285,6571,15305,19821
2481,2482,128066,815447,"Władysław Szpilman, Anthea Bell",1946.0,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",eng,4.24,43578,46509,824,844,1252,6179,15780,22454
2482,2483,16033902,21805183,Maya Banks,2013.0,"Rush (Breathless, #1)",eng,3.97,53937,58570,3667,1661,3491,11831,19796,21791
2483,2484,3052106,17943436,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009.0,The Picture of Dorian Gray: A Graphic Novel,eng,4.12,40650,40835,104,794,1689,7380,12975,17997
2484,2485,11557,2947187,Robert McCammon,1987.0,Swan Song,eng,4.28,38018,41722,2390,614,1445,5486,12216,21961
2485,2486,22522805,41115424,Kazuo Ishiguro,2015.0,The Buried Giant,eng,3.42,31271,38992,6044,1963,5493,12284,12871,6381
2486,2487,68494,3221410,China Miéville,2000.0,"Perdido Street Station (Bas-Lag, #1)",eng,3.96,41058,46378,3853,1511,3067,8134,16603,17063
2487,2488,4070493,4117634,Carrie Jones,2008.0,"Need (Need, #1)",eng,3.71,54819,56427,3582,2844,5660,14185,15946,17792
2488,2489,2442,929672,Terry Pratchett,1991.0,"Witches Abroad (Discworld, #12; Witches #3)",eng,4.2,47875,54661,1345,154,1181,9481,20682,23163
2489,2490,721012,18197624,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819.0,The Legend of Sleepy Hollow and Other Stories,eng,3.93,42952,45496,437,449,2192,11813,16501,14541
2490,2491,117,3634575,Frank Herbert,1984.0,Heretics of Dune (Dune Chronicles #5),eng,3.83,40415,43369,612,715,3037,11673,15212,12732
2491,2492,772852,2094533,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963.0,The Cross and the Switchblade,eng,4.2,37349,38100,441,459,1318,6470,11593,18260
2492,2493,346087,6614434,Jim Butcher,2007.0,"Captain's Fury (Codex Alera, #4)",eng,4.38,42769,46923,966,117,523,4802,17644,23837
2493,2494,9912994,14805540,Chuck Palahniuk,2011.0,"Damned (Damned, #1)",eng,3.38,33787,38350,3331,2237,5457,12700,11466,6490
